event_id,dm,RA,Dec,is_in_DESI,DMhalo,DMISM,DM_Cosm,z
5594,1088.5755615234 pc / cm3,208.0314228863,52.5178866009,True,40.0 pc / cm3,30.097023306941573 pc / cm3,1018.4785382164584 pc / cm3,0.9950225790627195
5595,721.8080444336 pc / cm3,123.4388617831,21.15697599,True,40.0 pc / cm3,58.397551029667284 pc / cm3,623.4104934039327 pc / cm3,0.5791190108247277
5596,218.7664794922 pc / cm3,357.075566538,79.4331052321,False,40.0 pc / cm3,81.63431577088238 pc / cm3,97.13216372131762 pc / cm3,
5597,710.081237793 pc / cm3,257.4291181255,14.7788234359,True,40.0 pc / cm3,57.58979072405113 pc / cm3,612.4914470689489 pc / cm3,0.5675628111275695
5598,1357.080078125 pc / cm3,208.4027845423,77.2316826792,True,40.0 pc / cm3,39.945044737038714 pc / cm3,1277.1350333879614 pc / cm3,1.2670690676323377
5599,1327.1563720703 pc / cm3,294.6761609776,64.1875853269,True,40.0 pc / cm3,70.39266057070598 pc / cm3,1216.763711499594 pc / cm3,1.203557534943727
5600,384.9642944336 pc / cm3,192.6012678888,19.8236625603,True,40.0 pc / cm3,22.73769822445279 pc / cm3,322.2265962091472 pc / cm3,0.25519826090534714
5601,1413.6925048828 pc / cm3,233.4874217355,41.6164406691,True,40.0 pc / cm3,27.302565647793827 pc / cm3,1346.389939235006 pc / cm3,1.340005148390201
5602,841.0985107422 pc / cm3,101.796469448,34.9281388849,True,40.0 pc / cm3,94.44537041004692 pc / cm3,706.653140332153 pc / cm3,0.667005880185037
5603,801.874206543 pc / cm3,113.6191290399,9.5411893934,False,40.0 pc / cm3,93.17735867684223 pc / cm3,668.6968478661578 pc / cm3,0.6269731148136676
5604,458.9647827148 pc / cm3,237.151602692,59.3869254112,True,40.0 pc / cm3,35.40679374087039 pc / cm3,383.5579889739296 pc / cm3,0.32240721530587496
5605,940.5745239258 pc / cm3,290.0416004195,45.8947366479,False,40.0 pc / cm3,92.93288440669342 pc / cm3,807.6416395191065 pc / cm3,0.7733055548674302
5606,478.3747558594 pc / cm3,225.3746898496,34.9441339982,True,40.0 pc / cm3,22.87788329841067 pc / cm3,415.49687256098935 pc / cm3,0.35707034809843813
5607,587.5557861328 pc / cm3,332.9478864796,41.6601446352,False,40.0 pc / cm3,111.61367623336794 pc / cm3,435.94210989943207 pc / cm3,0.3791580335845798
5608,916.3120727539 pc / cm3,175.34266546,50.4867460747,True,40.0 pc / cm3,29.406017742249762 pc / cm3,846.9060550116502 pc / cm3,0.8145891776078091
5609,470.6916503906 pc / cm3,96.1209291583,29.6361357167,False,40.0 pc / cm3,126.88935246460645 pc / cm3,303.80229792599357 pc / cm3,0.23481197061835046
5610,370.406829834 pc / cm3,219.025133209,22.6945584873,True,40.0 pc / cm3,21.709850792685863 pc / cm3,308.69697904131414 pc / cm3,0.24023776264039715
5611,64.6998825073 pc / cm3,183.6200717303,23.5707820797,True,40.0 pc / cm3,19.950726956699114 pc / cm3,4.749155550600889 pc / cm3,
5612,503.041595459 pc / cm3,264.5444890198,19.3488454298,True,40.0 pc / cm3,66.11292556656912 pc / cm3,396.9286698924309 pc / cm3,0.3369433106052063
5613,506.2765808105 pc / cm3,100.3153710155,43.5466005694,True,40.0 pc / cm3,85.17413920407097 pc / cm3,381.102441606429 pc / cm3,0.31973352305324065
5614,158.9190826416 pc / cm3,204.137791631,31.5569808272,True,40.0 pc / cm3,23.52706151155093 pc / cm3,95.39202113004907 pc / cm3,
5615,1223.2321777344 pc / cm3,0.0,83.7948589793,False,40.0 pc / cm3,67.52524316406003 pc / cm3,1115.70693457034 pc / cm3,1.0973036262185931
5616,294.788848877 pc / cm3,130.4678137617,23.6869352174,True,40.0 pc / cm3,50.30409845765947 pc / cm3,204.48475041934054 pc / cm3,0.12286081556900363
5617,875.4702758789 pc / cm3,186.6423819763,48.1209635008,True,40.0 pc / cm3,26.13923354259165 pc / cm3,809.3310423363083 pc / cm3,0.7750821327681708
5618,262.0345153809 pc / cm3,18.9790697746,70.8423029157,False,40.0 pc / cm3,137.19915652993186 pc / cm3,84.83535885096816 pc / cm3,
5619,56.6123962402 pc / cm3,115.0678842732,20.7352247188,True,40.0 pc / cm3,74.40875086960507 pc / cm3,0,
5620,2074.8444824219 pc / cm3,96.5709526905,23.9696794876,False,40.0 pc / cm3,142.7460467821838 pc / cm3,1892.0984356397162 pc / cm3,1.9217252860683476
5621,866.9784545898 pc / cm3,279.0300625327,12.1921640863,False,40.0 pc / cm3,208.4672948108552 pc / cm3,618.5111597789448 pc / cm3,0.5739347490748649
5622,389.4124145508 pc / cm3,179.941292818,53.7081627565,True,40.0 pc / cm3,30.512263964231384 pc / cm3,318.9001505865686 pc / cm3,0.25152496254397566
5623,742.0267944336 pc / cm3,112.3936546318,46.9550116963,True,40.0 pc / cm3,61.27977331499281 pc / cm3,640.7470211186072 pc / cm3,0.5974519232711346
5624,2578.2902832031 pc / cm3,117.3563650543,0.7692745549,True,40.0 pc / cm3,94.36441384284767 pc / cm3,2443.9258693602524 pc / cm3,2.5329720408462535
5625,51.3555335999 pc / cm3,332.5290610324,74.6312136873,False,40.0 pc / cm3,90.10370307744907 pc / cm3,0,
5626,529.7302856445 pc / cm3,332.5738691624,33.6442768468,False,40.0 pc / cm3,74.98748238397235 pc / cm3,414.74280326052764 pc / cm3,0.3562542605109262
5627,457.7516784668 pc / cm3,294.7472148447,75.4440130802,False,40.0 pc / cm3,60.509283781260685 pc / cm3,357.2423946855393 pc / cm3,0.2936831618953568
5628,347.7618713379 pc / cm3,241.2129412742,29.4376306981,True,40.0 pc / cm3,29.33717514143073 pc / cm3,278.42469619646926 pc / cm3,0.20655822006262156
5629,262.0345153809 pc / cm3,225.1757799531,4.5024708204,True,40.0 pc / cm3,28.62455595488377 pc / cm3,193.40995942601626 pc / cm3,0.11011568556636417
5630,1589.9996337891 pc / cm3,222.6948853491,34.4642978766,True,40.0 pc / cm3,22.38627823891227 pc / cm3,1527.6133555501879 pc / cm3,1.5315314384041125
5631,45.2899169922 pc / cm3,137.2778176795,51.333438397,True,40.0 pc / cm3,41.230201759280355 pc / cm3,0,
5632,426.6148681641 pc / cm3,167.0174066672,56.4197141398,True,40.0 pc / cm3,33.06875912740757 pc / cm3,353.5461090366924 pc / cm3,0.2896355725069137
5633,394.6692810059 pc / cm3,149.694601419,52.4133878671,True,40.0 pc / cm3,36.492290132249046 pc / cm3,318.176990873651 pc / cm3,0.2507259763576559
5634,201.7827606201 pc / cm3,135.6500225192,58.2224223259,True,40.0 pc / cm3,42.26145909745433 pc / cm3,119.52130152264567 pc / cm3,0.023299380278553272
5635,2654.7170410156 pc / cm3,187.4301791104,42.8202385611,True,40.0 pc / cm3,21.127371264861083 pc / cm3,2593.5896697507387 pc / cm3,2.704294874288074
5636,653.4688110352 pc / cm3,158.4600474853,14.0935434777,True,40.0 pc / cm3,34.393014016927296 pc / cm3,579.0757970182727 pc / cm3,0.5321450501314708
5637,472.3091430664 pc / cm3,214.7600790697,64.2916987977,True,40.0 pc / cm3,33.653433589668055 pc / cm3,398.65570947673194 pc / cm3,0.33881819422914483
5638,217.5533599854 pc / cm3,232.2062303791,46.2859692714,True,40.0 pc / cm3,30.565879865721627 pc / cm3,146.98748011967837 pc / cm3,0.05596728540033256
5639,590.7908325195 pc / cm3,245.3373520231,34.485010543,True,40.0 pc / cm3,32.53623597731886 pc / cm3,518.2545965421812 pc / cm3,0.4674324681179607
5640,359.4887390137 pc / cm3,204.9977995713,78.9238452798,True,40.0 pc / cm3,41.13873909963826 pc / cm3,278.34999991406175 pc / cm3,0.20647474107592032
5641,1295.6151123047 pc / cm3,190.4482036067,42.8383404956,True,40.0 pc / cm3,21.90470332670046 pc / cm3,1233.7104089779996 pc / cm3,1.221381029103012
5642,226.045211792 pc / cm3,171.2742534626,41.7998344497,True,40.0 pc / cm3,25.214359492578232 pc / cm3,160.83085229942176 pc / cm3,0.07224555271401455
5643,56.6123962402 pc / cm3,137.5316055034,47.7384960439,True,40.0 pc / cm3,41.14875656807579 pc / cm3,0,
5644,680.9662475586 pc / cm3,205.7294274538,2.8349016533,True,40.0 pc / cm3,26.508949101096864 pc / cm3,614.4572984575032 pc / cm3,0.5696439523580701
5645,1096.2586669922 pc / cm3,124.338307143,9.3761735616,True,40.0 pc / cm3,64.08924752248055 pc / cm3,992.1694194697195 pc / cm3,0.9673354778355574
5646,218.3621063232 pc / cm3,194.9734928975,51.3383965126,True,40.0 pc / cm3,28.71540468183987 pc / cm3,149.64670164136015 pc / cm3,0.05910348304518115
5647,349.7837524414 pc / cm3,258.5928715246,47.1002255439,True,40.0 pc / cm3,42.47196685747313 pc / cm3,267.31178558392685 pc / cm3,0.19411698779507117
5648,1274.5876464844 pc / cm3,216.3475169629,24.6332825864,True,40.0 pc / cm3,21.41272756586778 pc / cm3,1213.1749189185323 pc / cm3,1.199783426754551
5649,224.8320922852 pc / cm3,143.4958240524,73.2707496794,True,40.0 pc / cm3,43.13207361366206 pc / cm3,141.70001867153792 pc / cm3,0.049717950485675955
5650,849.1859741211 pc / cm3,8.2512220291,2.8274044631,True,40.0 pc / cm3,32.57612715915095 pc / cm3,776.6098469619491 pc / cm3,0.7406652960536496
5651,56.6123962402 pc / cm3,147.9635336173,24.6312512575,True,40.0 pc / cm3,37.11546957064108 pc / cm3,0,
5652,499.4022216797 pc / cm3,196.6589688782,16.9080682768,True,40.0 pc / cm3,24.851208145070842 pc / cm3,434.5510135346292 pc / cm3,0.37765750209413623
5653,215.1271057129 pc / cm3,43.2514612071,18.4902466981,False,40.0 pc / cm3,47.486458152399194 pc / cm3,127.64064756050081 pc / cm3,0.033010556849580895
5654,394.6692810059 pc / cm3,157.0937293776,41.5932215273,True,40.0 pc / cm3,33.08799014340722 pc / cm3,321.5812908624928 pc / cm3,0.25448591661724373
5655,367.1718444824 pc / cm3,191.0406452871,5.8644564773,True,40.0 pc / cm3,28.868583601167046 pc / cm3,298.303260881233 pc / cm3,0.22870740694546143
5656,150.427230835 pc / cm3,173.1845389317,33.7866552636,True,40.0 pc / cm3,20.335231693764204 pc / cm3,90.09199914123579 pc / cm3,
5657,686.6275024414 pc / cm3,108.6582813063,21.5954024276,True,40.0 pc / cm3,92.06820958323362 pc / cm3,554.5592928581664 pc / cm3,0.5061024789371924
5658,841.5028686523 pc / cm3,117.4152333885,8.2536474567,True,40.0 pc / cm3,81.86716987602028 pc / cm3,719.6356987762797 pc / cm3,0.6806861284219475
5659,760.2236328125 pc / cm3,177.2809947499,39.6844044102,True,40.0 pc / cm3,20.33930508794905 pc / cm3,699.884327724551 pc / cm3,0.6598709692416647
5660,577.446472168 pc / cm3,200.6751960329,55.8018455641,True,40.0 pc / cm3,30.473590085203245 pc / cm3,506.9728820827968 pc / cm3,0.45538666991374616
5661,435.1067199707 pc / cm3,191.6276280874,83.5107809616,True,40.0 pc / cm3,45.404398247135894 pc / cm3,349.7023217235641 pc / cm3,0.28542288688696954
5662,1010.9356689453 pc / cm3,205.6250255293,39.2599748089,True,40.0 pc / cm3,25.506457315716744 pc / cm3,945.4292116295833 pc / cm3,0.918170650691655
5663,46.0986671448 pc / cm3,186.2782077694,54.0685267562,True,40.0 pc / cm3,30.20288060193659 pc / cm3,0,
5664,752.1361694336 pc / cm3,268.8853712136,74.5890839748,True,40.0 pc / cm3,48.73848677761261 pc / cm3,663.3976826559874 pc / cm3,0.6213790625005094
5665,848.7816162109 pc / cm3,201.4822253347,16.6547344392,True,40.0 pc / cm3,23.89900820568224 pc / cm3,784.8826080052178 pc / cm3,0.7493683535064646
5666,558.0364990234 pc / cm3,124.8785214151,24.6332825864,True,40.0 pc / cm3,60.76111200994269 pc / cm3,457.2753870134573 pc / cm3,0.4021298746209466
5667,524.473449707 pc / cm3,258.3743624088,23.9696794876,True,40.0 pc / cm3,50.02664166357816 pc / cm3,434.4468080434218 pc / cm3,0.3775450864178443
5668,2442.4206542969 pc / cm3,148.4776715126,40.6994130126,True,40.0 pc / cm3,36.51771117589467 pc / cm3,2365.902943121005 pc / cm3,2.4446779658285465
5669,415.292388916 pc / cm3,226.1966749331,63.0893418436,True,40.0 pc / cm3,34.456534123090876 pc / cm3,340.8358547929091 pc / cm3,0.2756912283062406
5670,1046.5206298828 pc / cm3,179.9800800302,65.145400332,True,40.0 pc / cm3,34.06057781311634 pc / cm3,972.4600520696837 pc / cm3,0.9466004785417924
5671,470.2872619629 pc / cm3,0.7414792346,52.9102186308,False,40.0 pc / cm3,131.44921151354762 pc / cm3,298.8380504493524 pc / cm3,0.22930150187326043
5672,1425.0148925781 pc / cm3,168.8202256099,18.4683006405,True,40.0 pc / cm3,29.66072618164368 pc / cm3,1355.3541663964563 pc / cm3,1.349454019979106
5673,577.446472168 pc / cm3,273.4727414099,56.4315190637,True,40.0 pc / cm3,51.26610770386601 pc / cm3,486.180364464134 pc / cm3,0.43314541567194703
5674,542.2658691406 pc / cm3,158.8250749829,-9.0606423239,True,40.0 pc / cm3,42.72108663668165 pc / cm3,459.5447825039183 pc / cm3,0.40456936350153083
5675,1166.2154541016 pc / cm3,242.5453138907,13.6185600906,True,40.0 pc / cm3,35.560843050112375 pc / cm3,1090.6546110514876 pc / cm3,1.0709603061385018
5676,224.8320922852 pc / cm3,192.238419516,53.6303312099,True,40.0 pc / cm3,29.906053313614123 pc / cm3,154.92603897158585 pc / cm3,0.06531660414972451
5677,611.8182983398 pc / cm3,235.3050839192,29.0211215197,True,40.0 pc / cm3,26.74401512021962 pc / cm3,545.0742832195804 pc / cm3,0.49601239106761197
5678,706.8462524414 pc / cm3,154.2717542508,67.3982530723,True,40.0 pc / cm3,38.55371943704823 pc / cm3,628.2925330043518 pc / cm3,0.5842834677007581
5679,687.840637207 pc / cm3,70.2837359741,56.8136548478,False,40.0 pc / cm3,135.08364498094704 pc / cm3,512.756992226053 pc / cm3,0.4615643708366727
5680,171.8590698242 pc / cm3,246.0509164923,77.2584486992,True,40.0 pc / cm3,43.90201468749595 pc / cm3,87.95705513670404 pc / cm3,
5681,2195.7521972656 pc / cm3,202.5816538092,35.2324962859,True,40.0 pc / cm3,23.296937246675586 pc / cm3,2132.4552600189245 pc / cm3,2.184363995072153
5682,849.1859741211 pc / cm3,127.5392835481,74.2184692506,True,40.0 pc / cm3,47.90724039579736 pc / cm3,761.2787337253027 pc / cm3,0.7245332764139767
5683,748.9011230469 pc / cm3,166.4194570458,20.4981977336,True,40.0 pc / cm3,30.124895316793364 pc / cm3,678.7762277301066 pc / cm3,0.637609795295408
5684,579.4683227539 pc / cm3,227.9548832476,7.1906330294,True,40.0 pc / cm3,28.477446253827484 pc / cm3,510.9908765000725 pc / cm3,0.45967849331238325
5685,610.2007446289 pc / cm3,202.5077386359,9.1958302794,True,40.0 pc / cm3,24.947004983639417 pc / cm3,545.2537396452606 pc / cm3,0.4962033757958772
5686,349.3793640137 pc / cm3,190.5213625485,29.2046565848,True,40.0 pc / cm3,19.796143578173098 pc / cm3,289.5832204355269 pc / cm3,0.21900742212981328
5687,826.541015625 pc / cm3,282.3871095022,67.9220609054,True,40.0 pc / cm3,55.67035873323747 pc / cm3,730.8706568917626 pc / cm3,0.6925204737326898
5688,1182.3903808594 pc / cm3,123.9792527248,46.2758870977,True,40.0 pc / cm3,49.920244749709596 pc / cm3,1092.4701361096904 pc / cm3,1.0728695559474168
5689,651.0426025391 pc / cm3,175.573229564,45.5457044113,True,40.0 pc / cm3,25.85595153220352 pc / cm3,585.1866510068965 pc / cm3,0.5386283691312707
5690,1251.9427490234 pc / cm3,321.0987510281,50.4316862125,False,40.0 pc / cm3,277.63624274132366 pc / cm3,934.3065062820763 pc / cm3,0.9064744116914887
5691,367.1718444824 pc / cm3,145.338354915,47.4275685871,True,40.0 pc / cm3,37.70070245751732 pc / cm3,289.4711420248827 pc / cm3,0.21888258551813808
5692,778.4204711914 pc / cm3,123.6167467805,63.0987597977,True,40.0 pc / cm3,48.236423218276265 pc / cm3,690.1840479731237 pc / cm3,0.6496430275666064
5693,803.8960571289 pc / cm3,202.5628765338,52.9019477555,True,40.0 pc / cm3,29.876055904177203 pc / cm3,734.0200012247228 pc / cm3,0.6958371585975835
5694,360.7018432617 pc / cm3,186.6423819763,79.0068007848,True,40.0 pc / cm3,41.32602889679872 pc / cm3,279.37581436490126 pc / cm3,0.2076210035093409
5695,385.3686828613 pc / cm3,137.4089194445,13.3726999578,True,40.0 pc / cm3,45.832705734706586 pc / cm3,299.5359771265934 pc / cm3,0.23007668821222563
5696,202.1871337891 pc / cm3,192.7293061654,26.1125887083,True,40.0 pc / cm3,19.864418589723755 pc / cm3,142.32271519937623 pc / cm3,0.050454867489512896
5697,858.0822143555 pc / cm3,190.2160883907,36.1302393039,True,40.0 pc / cm3,19.922552291189135 pc / cm3,798.1596620643109 pc / cm3,0.7633336264925903
5698,691.0756225586 pc / cm3,256.059066957,54.4639520219,True,40.0 pc / cm3,40.70671477542383 pc / cm3,610.3689077831762 pc / cm3,0.5653155001694898
5699,553.5883789062 pc / cm3,131.6807184746,80.6380355734,True,40.0 pc / cm3,48.86351437028089 pc / cm3,464.7248645359191 pc / cm3,0.41013479780938766
5700,861.7215576172 pc / cm3,309.8829236549,59.1046770831,False,40.0 pc / cm3,123.11682146437079 pc / cm3,698.6047361528292 pc / cm3,0.6585219797638026
5701,729.4912109375 pc / cm3,202.3091615738,59.9153702428,True,40.0 pc / cm3,31.599111083275908 pc / cm3,657.892099854224 pc / cm3,0.6155656589066352
5702,1234.1502685547 pc / cm3,196.3639282649,61.1488745919,True,40.0 pc / cm3,31.93926826835252 pc / cm3,1162.2110002863474 pc / cm3,1.1461969299663703
5703,529.3259277344 pc / cm3,234.9484389228,13.6469599718,True,40.0 pc / cm3,29.276393476736516 pc / cm3,460.0495342576635 pc / cm3,0.4051118405297272
5704,389.8168029785 pc / cm3,245.4973853218,74.1580474382,True,40.0 pc / cm3,42.148426209061725 pc / cm3,307.6683767694383 pc / cm3,0.2390981544022782
5705,1376.4899902344 pc / cm3,190.4774747154,31.0893368385,True,40.0 pc / cm3,19.833248018533215 pc / cm3,1316.6567422158669 pc / cm3,1.3086787358305487
5706,2148.8449707031 pc / cm3,246.7648000779,37.5833074918,True,40.0 pc / cm3,34.2849875520836 pc / cm3,2074.5599831510162 pc / cm3,2.120638969865052
5707,703.6112060547 pc / cm3,145.4882650543,69.9167918418,True,40.0 pc / cm3,41.418993911001216 pc / cm3,622.1922121436988 pc / cm3,0.5778300218552992
5708,777.6116943359 pc / cm3,233.1084904803,20.7254586913,True,40.0 pc / cm3,25.98616168116203 pc / cm3,711.625532654738 pc / cm3,0.6722461671252934
5709,403.1611328125 pc / cm3,121.475584658,69.1899368334,True,40.0 pc / cm3,49.40852989140707 pc / cm3,313.75260292109294 pc / cm3,0.24583435950538599
5710,938.1483154297 pc / cm3,277.4420836125,81.152118651,True,40.0 pc / cm3,52.593426950928254 pc / cm3,845.5548884787718 pc / cm3,0.8131687031776366
5711,671.2612915039 pc / cm3,179.1488477345,46.2758870977,True,40.0 pc / cm3,25.366253331377564 pc / cm3,605.8950381725224 pc / cm3,0.5605776264131213
5712,361.1062316895 pc / cm3,149.5727528067,16.41720526,True,40.0 pc / cm3,37.489995783413846 pc / cm3,283.61623590608616 pc / cm3,0.21235549041767
5713,1933.3133544922 pc / cm3,183.5154679086,78.4449637223,True,40.0 pc / cm3,40.97792142067983 pc / cm3,1852.3354330715201 pc / cm3,1.8787334996031986
5714,547.5227661133 pc / cm3,236.9640585175,20.9286073118,True,40.0 pc / cm3,28.078072194872906 pc / cm3,479.4446939184271 pc / cm3,0.4259284195421327
5715,507.4897155762 pc / cm3,8.2512220291,61.8162491947,False,40.0 pc / cm3,202.10920772651366 pc / cm3,265.38050784968635 pc / cm3,0.19195033420561095
5716,742.0267944336 pc / cm3,237.151602692,7.6595443264,True,40.0 pc / cm3,34.13190770412898 pc / cm3,667.8948867294711 pc / cm3,0.6261266119655342
5717,424.9973449707 pc / cm3,206.2900579462,21.6017516949,True,40.0 pc / cm3,22.31537494054539 pc / cm3,362.6819700301546 pc / cm3,0.2996337140007977
5718,328.3518981934 pc / cm3,119.6387847031,72.4737286609,True,40.0 pc / cm3,50.50156631755687 pc / cm3,237.85033187584315 pc / cm3,0.16090963022570404
5719,1434.7199707031 pc / cm3,100.0075948579,71.5438094314,True,40.0 pc / cm3,60.49214240014025 pc / cm3,1334.2278283029598 pc / cm3,1.3271887791216062
5720,561.271484375 pc / cm3,155.7557519556,47.8701165732,True,40.0 pc / cm3,34.276175108628685 pc / cm3,486.9953092663713 pc / cm3,0.4340181848013735
5721,639.3157348633 pc / cm3,208.2600839621,70.855701433,True,40.0 pc / cm3,36.05744486825612 pc / cm3,563.2582899950439 pc / cm3,0.5153490136046142
5722,1086.5537109375 pc / cm3,155.1842514656,75.0805862466,True,40.0 pc / cm3,41.6715428272948 pc / cm3,1004.8821681102052 pc / cm3,0.980712702825646
5723,825.7322387695 pc / cm3,282.3871095022,47.0680417201,True,40.0 pc / cm3,68.6791028623121 pc / cm3,717.0531359071879 pc / cm3,0.6779652262776035
5724,829.7760009766 pc / cm3,196.3639282649,28.3041790293,True,40.0 pc / cm3,20.085912344135146 pc / cm3,769.6900886324648 pc / cm3,0.7333846375416612
5725,395.8824157715 pc / cm3,277.7175387428,5.7760353068,False,40.0 pc / cm3,278.3287513024415 pc / cm3,77.5536644690585 pc / cm3,
5726,968.8807373047 pc / cm3,329.9840293466,27.3606642189,True,40.0 pc / cm3,63.80709201742482 pc / cm3,865.0736452872752 pc / cm3,0.8336880912998745
5727,266.8870239258 pc / cm3,175.573229564,-1.6602469854,True,40.0 pc / cm3,33.49100496257877 pc / cm3,193.39601896322125 pc / cm3,0.11009960374912083
5728,509.9159545898 pc / cm3,204.137791631,42.8965358131,True,40.0 pc / cm3,26.21703224754987 pc / cm3,443.6989223422501 pc / cm3,0.3875191281932022
5729,274.5701293945 pc / cm3,233.5808221268,43.1322471791,True,40.0 pc / cm3,28.212857410484535 pc / cm3,206.35727198401545 pc / cm3,0.12500977330716537
5730,457.7516784668 pc / cm3,254.5943917771,48.9823825932,True,40.0 pc / cm3,40.19163622335897 pc / cm3,377.56004224344105 pc / cm3,0.3158741065863582
5731,375.2593078613 pc / cm3,264.0985749457,51.7386971614,True,40.0 pc / cm3,45.14574432570203 pc / cm3,290.11356353559796 pc / cm3,0.21959806852590616
5732,1818.0667724609 pc / cm3,259.9855737512,45.1577604825,True,40.0 pc / cm3,43.68156609192776 pc / cm3,1734.3852063689721 pc / cm3,1.7518727916825438
5733,559.2496337891 pc / cm3,207.3969520273,59.1826035324,True,40.0 pc / cm3,31.601334123470494 pc / cm3,487.6482996656295 pc / cm3,0.4347174435333549
5734,1572.6115722656 pc / cm3,218.9449651092,79.617875852,True,40.0 pc / cm3,42.32544425346594 pc / cm3,1490.286128012134 pc / cm3,1.4919825574285244
5735,2533.4047851562 pc / cm3,223.5928702226,37.2510162402,True,40.0 pc / cm3,23.132567999691236 pc / cm3,2470.2722171565088 pc / cm3,2.56294171688678
5736,203.4002532959 pc / cm3,174.3255036789,54.7867773903,True,40.0 pc / cm3,31.598677780863746 pc / cm3,131.80157551503626 pc / cm3,0.03796920504748473
5737,64.6998825073 pc / cm3,354.2581205599,48.9823825932,False,40.0 pc / cm3,109.27576983225512 pc / cm3,0,
5738,259.203918457 pc / cm3,235.8951573984,51.7196571459,True,40.0 pc / cm3,33.99935345697607 pc / cm3,185.20456500002393 pc / cm3,0.10063235134312276
5739,3966.1027832031 pc / cm3,332.5756920114,41.6601446352,False,40.0 pc / cm3,113.02698633533797 pc / cm3,3813.075796867762 pc / cm3,4.23419192523285
5740,954.7276611328 pc / cm3,123.9792527248,0.5370029752,True,40.0 pc / cm3,73.65091792554666 pc / cm3,841.0767432072533 pc / cm3,0.8084607903447271
5741,1148.8272705078 pc / cm3,157.1577400755,18.9446006611,True,40.0 pc / cm3,34.09728518332106 pc / cm3,1074.729985324479 pc / cm3,1.0542121508051896
5742,577.446472168 pc / cm3,191.7443667868,43.1992540799,True,40.0 pc / cm3,22.597386447722847 pc / cm3,514.8490857202771 pc / cm3,0.46379786256038064
5743,435.1067199707 pc / cm3,248.9765551207,1.6874324417,True,40.0 pc / cm3,55.295772054199325 pc / cm3,339.81094791650065 pc / cm3,0.274565002076748
5744,370.406829834 pc / cm3,222.7793613104,48.2612230149,True,40.0 pc / cm3,31.14789275827033 pc / cm3,299.2589370757297 pc / cm3,0.22976899967025674
5745,446.4291992188 pc / cm3,351.0021432659,67.1829842771,False,40.0 pc / cm3,168.7142719453383 pc / cm3,237.7149272734617 pc / cm3,0.1607562116307541
5746,426.6148681641 pc / cm3,122.1243204116,39.2599748089,True,40.0 pc / cm3,53.756072042355754 pc / cm3,332.85879612174426 pc / cm3,0.2669182332103087
5747,166.6022033691 pc / cm3,120.3579428092,31.6337473271,True,40.0 pc / cm3,58.03101389314739 pc / cm3,68.57118947595262 pc / cm3,
5748,934.9133300781 pc / cm3,135.192290849,76.4078207739,True,40.0 pc / cm3,46.37489193897803 pc / cm3,848.5384381391219 pc / cm3,0.8163052832005472
5749,584.3208007812 pc / cm3,173.9857288169,42.8965358131,True,40.0 pc / cm3,24.21260676944331 pc / cm3,520.1081940117567 pc / cm3,0.4694102089603303
5750,328.7562866211 pc / cm3,123.7936765093,19.6388916218,True,40.0 pc / cm3,58.44173965142035 pc / cm3,230.31454696967967 pc / cm3,0.15235938970829888
5751,723.0211791992 pc / cm3,236.788443786,46.2451689591,True,40.0 pc / cm3,32.43255054002081 pc / cm3,650.5886286591792 pc / cm3,0.6078514744181013
5752,524.0690307617 pc / cm3,149.7601371973,57.1826958235,True,40.0 pc / cm3,37.12739563864078 pc / cm3,446.9416351230592 pc / cm3,0.39101153381769
5753,412.8661193848 pc / cm3,331.8917009719,-5.0722372252,True,40.0 pc / cm3,39.561917530104935 pc / cm3,333.30420185469507 pc / cm3,0.26740852932147313
5754,1153.6798095703 pc / cm3,155.3256973005,42.4119319507,True,40.0 pc / cm3,33.986446299195414 pc / cm3,1079.6933632711045 pc / cm3,1.0594325021361852
5755,188.0340423584 pc / cm3,193.3153519866,78.9660305768,True,40.0 pc / cm3,41.127224456457604 pc / cm3,106.90681790194239 pc / cm3,0.008115540541144842
5756,509.107208252 pc / cm3,185.4340367809,46.2758870977,True,40.0 pc / cm3,24.557641395923234 pc / cm3,444.5495668560768 pc / cm3,0.3884354370323217
5757,800.6610717773 pc / cm3,193.6109348343,2.4769053542,True,40.0 pc / cm3,29.843574399355923 pc / cm3,730.817497377944 pc / cm3,0.692464486995059
5758,338.0568847656 pc / cm3,34.0537501445,27.7658475918,True,40.0 pc / cm3,50.76800785999038 pc / cm3,247.2888769056096 pc / cm3,0.17158543259181905
5759,105.1373138428 pc / cm3,332.9910043964,23.7210103563,True,40.0 pc / cm3,54.29360174453693 pc / cm3,10.843712098263069 pc / cm3,
5760,114.4379196167 pc / cm3,189.6225745006,26.72438697,True,40.0 pc / cm3,19.817364526354705 pc / cm3,54.62055509034529 pc / cm3,
5761,1137.1004638672 pc / cm3,246.9952248289,3.4149408513,True,40.0 pc / cm3,49.51466966354978 pc / cm3,1047.5857942036503 pc / cm3,1.0256567565538723
5762,292.7669677734 pc / cm3,230.6082953238,32.4944667895,True,40.0 pc / cm3,23.903232519140573 pc / cm3,228.8637352542594 pc / cm3,0.1507104820365187
5763,1168.2373046875 pc / cm3,232.8536843037,33.6442768468,True,40.0 pc / cm3,24.79970346583229 pc / cm3,1103.4376012216678 pc / cm3,1.0844026046191375
5764,317.433807373 pc / cm3,96.1209291583,33.1044859877,False,40.0 pc / cm3,118.5969049668477 pc / cm3,158.83690240615226 pc / cm3,0.06990812845206791
