event_id,dm,RA,Dec,DMhalo,DMISM,DM_Cosm,z
6865,936.5308227539 pc / cm3,204.8612694874,86.7048595835,40.0 pc / cm3,75.0 pc / cm3,721.5308227539 pc / cm3,0.787910500209827
6866,763.4586181641 pc / cm3,123.5864142768,75.6430168072,40.0 pc / cm3,75.0 pc / cm3,548.4586181641 pc / cm3,0.6056011555905013
6867,262.4389038086 pc / cm3,68.0731678237,81.2809473596,40.0 pc / cm3,75.0 pc / cm3,47.4389038086 pc / cm3,0.05649999807314356
6868,1095.0455322266 pc / cm3,131.6414404577,41.1310823503,40.0 pc / cm3,75.0 pc / cm3,880.0455322266 pc / cm3,0.9545800771326339
6869,1370.0200195312 pc / cm3,133.8400172564,44.7682734201,40.0 pc / cm3,75.0 pc / cm3,1155.0200195312 pc / cm3,1.2437979570635722
6870,1149.6361083984 pc / cm3,75.512327805,27.149472475,40.0 pc / cm3,75.0 pc / cm3,934.6361083984 pc / cm3,1.0120296311175356
6871,1118.9035644531 pc / cm3,235.9331047052,21.9549651179,40.0 pc / cm3,75.0 pc / cm3,903.9035644531 pc / cm3,0.9796828607800533
6872,591.1951904297 pc / cm3,187.0666777332,36.4472458324,40.0 pc / cm3,75.0 pc / cm3,376.1951904297 pc / cm3,0.42244449881385776
6873,338.0568847656 pc / cm3,10.1807102993,22.1942137412,40.0 pc / cm3,75.0 pc / cm3,123.05688476559999 pc / cm3,0.1441015230547109
6874,1158.1279296875 pc / cm3,278.9816324149,61.3583030553,40.0 pc / cm3,75.0 pc / cm3,943.1279296875 pc / cm3,1.020966030489383
6875,910.6508789062 pc / cm3,137.7064255234,34.7080206006,40.0 pc / cm3,75.0 pc / cm3,695.6508789062 pc / cm3,0.7606950053449277
6876,527.7084350586 pc / cm3,251.7193052918,33.2843593244,40.0 pc / cm3,75.0 pc / cm3,312.7084350586 pc / cm3,0.35405204404295776
6877,248.2857971191 pc / cm3,322.4821006141,59.3318875822,40.0 pc / cm3,75.0 pc / cm3,33.28579711910001 pc / cm3,0.039735085429189444
6878,680.9662475586 pc / cm3,201.7483150913,28.8140718953,40.0 pc / cm3,75.0 pc / cm3,465.9662475586 pc / cm3,0.5182260254970757
6879,325.1169128418 pc / cm3,340.8669371803,78.5048680663,40.0 pc / cm3,75.0 pc / cm3,110.1169128418 pc / cm3,0.12931933926090342
6880,709.2724609375 pc / cm3,264.5444890198,35.6147675245,40.0 pc / cm3,75.0 pc / cm3,494.2724609375 pc / cm3,0.5482625513642491
6881,1570.9940185547 pc / cm3,218.652633892,81.6342005839,40.0 pc / cm3,75.0 pc / cm3,1355.9940185547 pc / cm3,1.4556996826210682
6882,269.7176513672 pc / cm3,194.451433914,52.0661211859,40.0 pc / cm3,75.0 pc / cm3,54.717651367200006 pc / cm3,0.06507168553182983
6883,393.0517883301 pc / cm3,164.5122438983,62.1175734714,40.0 pc / cm3,75.0 pc / cm3,178.0517883301 pc / cm3,0.20614144457608016
6884,224.0233459473 pc / cm3,6.8872004433,55.1466483629,40.0 pc / cm3,75.0 pc / cm3,9.023345947299987 pc / cm3,0.010671600118139857
6885,308.9419555664 pc / cm3,35.9183513452,33.4771234227,40.0 pc / cm3,75.0 pc / cm3,93.9419555664 pc / cm3,0.11072933296978806
6886,268.1001281738 pc / cm3,105.9747929875,57.1134729652,40.0 pc / cm3,75.0 pc / cm3,53.10012817379999 pc / cm3,0.06316969525259711
6887,379.7074279785 pc / cm3,201.4700439936,41.5860462409,40.0 pc / cm3,75.0 pc / cm3,164.7074279785 pc / cm3,0.19119489998595315
6888,1153.6798095703 pc / cm3,74.8259098515,78.897621088,40.0 pc / cm3,75.0 pc / cm3,938.6798095703 pc / cm3,1.016285203454753
6889,394.2649230957 pc / cm3,345.2494062502,15.7413462636,40.0 pc / cm3,75.0 pc / cm3,179.2649230957 pc / cm3,0.20749711085544423
6890,549.9490356445 pc / cm3,16.3854873521,48.7933606488,40.0 pc / cm3,75.0 pc / cm3,334.9490356445 pc / cm3,0.37808686964386606
6891,458.9647827148 pc / cm3,185.727655692,74.8529654906,40.0 pc / cm3,75.0 pc / cm3,243.96478271479998 pc / cm3,0.27912778096840835
6892,849.1859741211 pc / cm3,194.0005312833,15.7209410398,40.0 pc / cm3,75.0 pc / cm3,634.1859741211 pc / cm3,0.6960119426423516
6893,572.1895751953 pc / cm3,174.8284091361,89.4181519775,40.0 pc / cm3,75.0 pc / cm3,357.1895751953 pc / cm3,0.4020376165190559
6894,799.4479370117 pc / cm3,65.4410405842,29.189808128,40.0 pc / cm3,75.0 pc / cm3,584.4479370117 pc / cm3,0.6435931276523043
6895,461.3910522461 pc / cm3,178.7469789232,82.5198889707,40.0 pc / cm3,75.0 pc / cm3,246.3910522461 pc / cm3,0.28179085558344547
6896,27.0930767059 pc / cm3,259.7878298088,87.3600582635,40.0 pc / cm3,75.0 pc / cm3,0,
6897,479.9922485352 pc / cm3,149.4585596675,39.6453491176,40.0 pc / cm3,75.0 pc / cm3,264.9922485352 pc / cm3,0.3021588837107149
6898,279.4226074219 pc / cm3,356.7765368003,82.6720433649,40.0 pc / cm3,75.0 pc / cm3,64.42260742190001 pc / cm3,0.07645003014801781
6899,224.8320922852 pc / cm3,139.1574492424,38.7108225158,40.0 pc / cm3,75.0 pc / cm3,9.832092285199991 pc / cm3,0.011647383034438354
6900,536.604675293 pc / cm3,134.0468965117,87.1404342638,40.0 pc / cm3,75.0 pc / cm3,321.604675293 pc / cm3,0.3636766267820094
6901,412.8661193848 pc / cm3,332.0020178307,17.3577195505,40.0 pc / cm3,75.0 pc / cm3,197.86611938480002 pc / cm3,0.22822172197466373
6902,761.4367675781 pc / cm3,202.6741357403,88.3459324014,40.0 pc / cm3,75.0 pc / cm3,546.4367675781 pc / cm3,0.6034648802735655
6903,407.2048950195 pc / cm3,0.7414792346,34.7050886191,40.0 pc / cm3,75.0 pc / cm3,192.2048950195 pc / cm3,0.2219263050780775
6904,470.6916503906 pc / cm3,227.558146035,75.0134448462,40.0 pc / cm3,75.0 pc / cm3,255.6916503906 pc / cm3,0.2919854388408192
6905,1134.2697753906 pc / cm3,349.4797444572,25.950114374,40.0 pc / cm3,75.0 pc / cm3,919.2697753906 pc / cm3,0.9958554347470989
6906,276.9963684082 pc / cm3,69.3904082739,63.710740732,40.0 pc / cm3,75.0 pc / cm3,61.9963684082 pc / cm3,0.07361073218579592
6907,864.9565429688 pc / cm3,85.7264887446,50.588618867,40.0 pc / cm3,75.0 pc / cm3,649.9565429688 pc / cm3,0.712616314775369
6908,363.5324707031 pc / cm3,271.9339328241,85.8326612895,40.0 pc / cm3,75.0 pc / cm3,148.5324707031 pc / cm3,0.17298935618855826
6909,701.9722900391 pc / cm3,35.0496143315,88.1518361651,40.0 pc / cm3,75.0 pc / cm3,486.9722900391 pc / cm3,0.5405222846243318
6910,1126.9910888672 pc / cm3,142.1053445563,55.1974994485,40.0 pc / cm3,75.0 pc / cm3,911.9910888672 pc / cm3,0.9881942999578279
6911,509.5115661621 pc / cm3,254.4658802922,83.2484698203,40.0 pc / cm3,75.0 pc / cm3,294.5115661621 pc / cm3,0.33431827465443004
6912,454.5166931152 pc / cm3,134.7555991566,36.3322978817,40.0 pc / cm3,75.0 pc / cm3,239.51669311519998 pc / cm3,0.2742416076727117
6913,1077.6574707031 pc / cm3,175.1510921121,25.4627037612,40.0 pc / cm3,75.0 pc / cm3,862.6574707031 pc / cm3,0.9362896308141995
6914,1197.3521728516 pc / cm3,273.5444259767,39.302764896,40.0 pc / cm3,75.0 pc / cm3,982.3521728516 pc / cm3,1.0622288535381885
6915,357.4668579102 pc / cm3,99.1707683146,42.7117893469,40.0 pc / cm3,75.0 pc / cm3,142.46685791020002 pc / cm3,0.1661358636403855
6916,409.226776123 pc / cm3,347.1562277652,15.0310675103,40.0 pc / cm3,75.0 pc / cm3,194.22677612299998 pc / cm3,0.22417586942395953
6917,48.5249137878 pc / cm3,74.0521983223,5.7229513201,40.0 pc / cm3,75.0 pc / cm3,0,
6918,1289.1451416016 pc / cm3,268.8853712136,59.4290332717,40.0 pc / cm3,75.0 pc / cm3,1074.1451416016 pc / cm3,1.1587441464780637
6919,1986.2863769531 pc / cm3,225.3746898496,15.6974815583,40.0 pc / cm3,75.0 pc / cm3,1771.2863769531 pc / cm3,1.8992083778807372
6920,809.5573120117 pc / cm3,43.8405629603,24.6253819837,40.0 pc / cm3,75.0 pc / cm3,594.5573120117 pc / cm3,0.6542546350030249
6921,642.1463623047 pc / cm3,355.3129046574,57.3757158086,40.0 pc / cm3,75.0 pc / cm3,427.1463623047 pc / cm3,0.476916285895754
6922,577.8508300781 pc / cm3,258.3743624088,29.4461669673,40.0 pc / cm3,75.0 pc / cm3,362.8508300781 pc / cm3,0.40812181289961175
6923,826.9453735352 pc / cm3,231.7883924304,80.700428619,40.0 pc / cm3,75.0 pc / cm3,611.9453735352 pc / cm3,0.6725832105653111
6924,392.2430419922 pc / cm3,198.6791011016,53.1192190529,40.0 pc / cm3,75.0 pc / cm3,177.2430419922 pc / cm3,0.20523739719231182
6925,111.6072998047 pc / cm3,96.4995774888,49.0098433877,40.0 pc / cm3,75.0 pc / cm3,0,
6926,1402.7742919922 pc / cm3,301.8879141905,39.6034101769,40.0 pc / cm3,75.0 pc / cm3,1187.7742919922 pc / cm3,1.2782674313461886
6927,270.1220092773 pc / cm3,123.7936765093,49.8159328861,40.0 pc / cm3,75.0 pc / cm3,55.12200927729998 pc / cm3,0.06554690481922747
6928,648.6163330078 pc / cm3,243.7483039137,83.2078468419,40.0 pc / cm3,75.0 pc / cm3,433.6163330078 pc / cm3,0.48381167339160497
6929,666.8131713867 pc / cm3,192.2694577239,8.8505123369,40.0 pc / cm3,75.0 pc / cm3,451.8131713867 pc / cm3,0.5031820569472752
6930,57.0167732239 pc / cm3,324.673351534,55.6305549981,40.0 pc / cm3,75.0 pc / cm3,0,
6931,348.1662597656 pc / cm3,347.1451913138,65.7372241431,40.0 pc / cm3,75.0 pc / cm3,133.1662597656 pc / cm3,0.15559783625275525
6932,393.4561767578 pc / cm3,173.9857288169,55.6402269724,40.0 pc / cm3,75.0 pc / cm3,178.4561767578 pc / cm3,0.206593401031531
6933,1233.7458496094 pc / cm3,266.5834584326,41.433712267,40.0 pc / cm3,75.0 pc / cm3,1018.7458496094 pc / cm3,1.1004988637784896
6934,841.0985107422 pc / cm3,133.2407973973,45.0843025529,40.0 pc / cm3,75.0 pc / cm3,626.0985107422 pc / cm3,0.6874942040533772
6935,1134.2697753906 pc / cm3,188.8276453517,74.0738011239,40.0 pc / cm3,75.0 pc / cm3,919.2697753906 pc / cm3,0.9958554347470989
6936,295.5975952148 pc / cm3,255.061635565,46.2994653031,40.0 pc / cm3,75.0 pc / cm3,80.59759521479998 pc / cm3,0.09529224259196224
6937,11485.8466796875 pc / cm3,232.1416859303,11.7524490371,40.0 pc / cm3,75.0 pc / cm3,11270.8466796875 pc / cm3,
6938,1120.9255371094 pc / cm3,158.293750283,-4.2361605799,40.0 pc / cm3,75.0 pc / cm3,905.9255371094 pc / cm3,0.981810717911669
6939,1274.5876464844 pc / cm3,311.7374751611,53.6349265897,40.0 pc / cm3,75.0 pc / cm3,1059.5876464844 pc / cm3,1.1434388477113395
6940,845.9509887695 pc / cm3,60.6286115246,51.2908673362,40.0 pc / cm3,75.0 pc / cm3,630.9509887695 pc / cm3,0.692605077499009
6941,1044.0943603516 pc / cm3,65.3943654308,42.324754722,40.0 pc / cm3,75.0 pc / cm3,829.0943603516 pc / cm3,0.9009938653452074
6942,731.9174194336 pc / cm3,158.4600474853,26.1869432636,40.0 pc / cm3,75.0 pc / cm3,516.9174194336 pc / cm3,0.5722479887002982
6943,326.3300476074 pc / cm3,198.6025244562,49.2161308228,40.0 pc / cm3,75.0 pc / cm3,111.33004760739999 pc / cm3,0.13070848477510058
6944,875.4702758789 pc / cm3,126.6779673908,37.9992300742,40.0 pc / cm3,75.0 pc / cm3,660.4702758789 pc / cm3,0.7236824468836297
6945,884.7708740234 pc / cm3,261.272800629,6.1147898802,40.0 pc / cm3,75.0 pc / cm3,669.7708740234 pc / cm3,0.7334696417679223
6946,345.7399902344 pc / cm3,36.8396178677,47.305599981,40.0 pc / cm3,75.0 pc / cm3,130.7399902344 pc / cm3,0.1528427513335525
6947,713.3162231445 pc / cm3,336.4568394072,52.3060302378,40.0 pc / cm3,75.0 pc / cm3,498.3162231445 pc / cm3,0.5525483642123212
6948,911.8639526367 pc / cm3,56.0399885696,45.0710133169,40.0 pc / cm3,75.0 pc / cm3,696.8639526367 pc / cm3,0.7619708710134376
6949,213.9139862061 pc / cm3,1.4847400371,52.7561179744,40.0 pc / cm3,75.0 pc / cm3,-1.0860137939000083 pc / cm3,
6950,2281.4797363281 pc / cm3,189.8095514648,47.4882003789,40.0 pc / cm3,75.0 pc / cm3,2066.4797363281 pc / cm3,2.221962229043973
6951,48.5249137878 pc / cm3,134.7746058031,29.0053979413,40.0 pc / cm3,75.0 pc / cm3,0,
6952,609.7963867188 pc / cm3,0.5628039004,11.9090565912,40.0 pc / cm3,75.0 pc / cm3,394.7963867188 pc / cm3,0.4423683916502653
6953,982.2250976562 pc / cm3,265.0703986061,61.8129094378,40.0 pc / cm3,75.0 pc / cm3,767.2250976562 pc / cm3,0.8359497895786173
6954,364.341217041 pc / cm3,181.7908845787,45.1027961532,40.0 pc / cm3,75.0 pc / cm3,149.341217041 pc / cm3,0.17390203711766264
6955,588.3645629883 pc / cm3,348.9963884233,61.5344695698,40.0 pc / cm3,75.0 pc / cm3,373.3645629883 pc / cm3,0.41940847419613225
6956,409.226776123 pc / cm3,285.5273852662,69.5986503606,40.0 pc / cm3,75.0 pc / cm3,194.22677612299998 pc / cm3,0.22417586942395953
6957,346.1443786621 pc / cm3,33.5671411925,50.1785792404,40.0 pc / cm3,75.0 pc / cm3,131.1443786621 pc / cm3,0.15330212007623173
6958,25.4755783081 pc / cm3,277.2675576302,57.0684627533,40.0 pc / cm3,75.0 pc / cm3,0,
6959,312.5812988281 pc / cm3,158.9843230194,61.7430346963,40.0 pc / cm3,75.0 pc / cm3,97.58129882809999 pc / cm3,0.11492336947097617
6960,2029.1501464844 pc / cm3,190.4774747154,37.7080410738,40.0 pc / cm3,75.0 pc / cm3,1814.1501464844 pc / cm3,1.9456198856362072
6961,950.6838989258 pc / cm3,313.6718169039,75.7293769803,40.0 pc / cm3,75.0 pc / cm3,735.6838989258 pc / cm3,0.8027911016972936
6962,765.0761108398 pc / cm3,38.3365609394,48.7968124635,40.0 pc / cm3,75.0 pc / cm3,550.0761108398 pc / cm3,0.6073100305518946
6963,302.8763427734 pc / cm3,320.9794091959,10.8761318567,40.0 pc / cm3,75.0 pc / cm3,87.87634277339998 pc / cm3,0.10372411513906635
6964,435.1067199707 pc / cm3,214.2761206403,37.684173709,40.0 pc / cm3,75.0 pc / cm3,220.1067199707 pc / cm3,0.25285770798456625
6965,340.887512207 pc / cm3,129.5049380845,77.623282128,40.0 pc / cm3,75.0 pc / cm3,125.88751220699999 pc / cm3,0.14732500627799192
6966,1277.4183349609 pc / cm3,267.3044089978,82.0502653234,40.0 pc / cm3,75.0 pc / cm3,1062.4183349609 pc / cm3,1.1464149132035737
6967,302.4719543457 pc / cm3,14.1642241694,74.8711852961,40.0 pc / cm3,75.0 pc / cm3,87.4719543457 pc / cm3,0.10325640335287053
6968,347.7618713379 pc / cm3,252.6749450962,53.4990034209,40.0 pc / cm3,75.0 pc / cm3,132.7618713379 pc / cm3,0.1551388187852384
6969,982.6294555664 pc / cm3,106.586491964,48.7955504779,40.0 pc / cm3,75.0 pc / cm3,767.6294555664 pc / cm3,0.8363748673932792
6970,642.1463623047 pc / cm3,331.7848500406,50.1801886508,40.0 pc / cm3,75.0 pc / cm3,427.1463623047 pc / cm3,0.476916285895754
6971,690.6712646484 pc / cm3,164.9487134352,40.0533758922,40.0 pc / cm3,75.0 pc / cm3,475.6712646484 pc / cm3,0.5285316904599701
6972,402.3523864746 pc / cm3,178.7469789232,24.057914905,40.0 pc / cm3,75.0 pc / cm3,187.3523864746 pc / cm3,0.21652190309887895
6973,714.9337158203 pc / cm3,268.7368087281,81.9657369746,40.0 pc / cm3,75.0 pc / cm3,499.9337158203 pc / cm3,0.554262339563327
6974,519.2165527344 pc / cm3,286.9826940554,39.6750164236,40.0 pc / cm3,75.0 pc / cm3,304.2165527344 pc / cm3,0.3448510270645714
6975,1130.2260742188 pc / cm3,293.5782372481,84.7224728439,40.0 pc / cm3,75.0 pc / cm3,915.2260742188 pc / cm3,0.9915991515720411
6976,506.2765808105 pc / cm3,304.7989532229,43.2058079305,40.0 pc / cm3,75.0 pc / cm3,291.2765808105 pc / cm3,0.330803123729219
6977,427.0192260742 pc / cm3,144.9093839315,26.5813985448,40.0 pc / cm3,75.0 pc / cm3,212.0192260742 pc / cm3,0.24391636276358236
6978,333.6087646484 pc / cm3,52.4948466509,68.2861828635,40.0 pc / cm3,75.0 pc / cm3,118.60876464839998 pc / cm3,0.13902881083028337
6979,423.3798522949 pc / cm3,315.1626661633,22.5944171142,40.0 pc / cm3,75.0 pc / cm3,208.3798522949 pc / cm3,0.23988644506105747
6980,771.546081543 pc / cm3,248.8860101273,20.9286073118,40.0 pc / cm3,75.0 pc / cm3,556.546081543 pc / cm3,0.6141441529775389
6981,618.288269043 pc / cm3,222.0972010871,67.82726965,40.0 pc / cm3,75.0 pc / cm3,403.288269043 pc / cm3,0.45144925322644186
6982,608.178894043 pc / cm3,253.484895105,87.0944120418,40.0 pc / cm3,75.0 pc / cm3,393.178894043 pc / cm3,0.4406376862727346
6983,841.0985107422 pc / cm3,125.8439174376,60.2007283373,40.0 pc / cm3,75.0 pc / cm3,626.0985107422 pc / cm3,0.6874942040533772
6984,222.4058532715 pc / cm3,354.8523737636,46.4734999833,40.0 pc / cm3,75.0 pc / cm3,7.405853271500007 pc / cm3,0.00871852335855317
6985,388.1874389648 pc / cm3,243.7459734719,45.0843025529,40.0 pc / cm3,75.0 pc / cm3,173.18743896479998 pc / cm3,0.20070042583728911
6986,337.6525268555 pc / cm3,6.8942871703,86.5359784495,40.0 pc / cm3,75.0 pc / cm3,122.65252685550001 pc / cm3,0.14364075408663288
6987,279.8269958496 pc / cm3,282.2133092776,51.5459972837,40.0 pc / cm3,75.0 pc / cm3,64.8269958496 pc / cm3,0.07692292613579854
6988,319.8600463867 pc / cm3,191.6276280874,49.2967444718,40.0 pc / cm3,75.0 pc / cm3,104.86004638669999 pc / cm3,0.12329165281907804
6989,435.1067199707 pc / cm3,246.0509164923,48.5484452768,40.0 pc / cm3,75.0 pc / cm3,220.1067199707 pc / cm3,0.25285770798456625
6990,197.7390136719 pc / cm3,327.6462108161,42.9948541538,40.0 pc / cm3,75.0 pc / cm3,-17.26098632809999 pc / cm3,
6991,344.5268859863 pc / cm3,135.192290849,60.2142416088,40.0 pc / cm3,75.0 pc / cm3,129.5268859863 pc / cm3,0.15146429410653076
6992,328.3518981934 pc / cm3,326.2969470776,75.7293769803,40.0 pc / cm3,75.0 pc / cm3,113.35189819340002 pc / cm3,0.13302214067786045
6993,100.6891937256 pc / cm3,201.9423180029,69.5854981018,40.0 pc / cm3,75.0 pc / cm3,0,
6994,228.0670928955 pc / cm3,15.6740023869,27.3842369256,40.0 pc / cm3,75.0 pc / cm3,13.067092895499997 pc / cm3,0.015545544302707147
6995,187.6296539307 pc / cm3,267.9846945772,21.8170156408,40.0 pc / cm3,75.0 pc / cm3,-27.370346069300012 pc / cm3,
6996,881.1315307617 pc / cm3,158.6049388968,77.8928255673,40.0 pc / cm3,75.0 pc / cm3,666.1315307617 pc / cm3,0.7296401103497498
6997,811.9835205078 pc / cm3,7.9623998384,49.3950489305,40.0 pc / cm3,75.0 pc / cm3,596.9835205078 pc / cm3,0.6568127491758597
6998,411.248626709 pc / cm3,149.9282977085,30.8629823515,40.0 pc / cm3,75.0 pc / cm3,196.248626709 pc / cm3,0.22642408052638038
6999,2442.4206542969 pc / cm3,212.2952321402,81.2041111045,40.0 pc / cm3,75.0 pc / cm3,2227.4206542969 pc / cm3,2.4013767104237953
7000,5411.3364257812 pc / cm3,181.4563990781,55.5287638805,40.0 pc / cm3,75.0 pc / cm3,5196.3364257812 pc / cm3,
7001,843.1203613281 pc / cm3,251.285570953,73.6440506748,40.0 pc / cm3,75.0 pc / cm3,628.1203613281 pc / cm3,0.6896238039478358
7002,597.2608032227 pc / cm3,156.8287157665,16.6421334242,40.0 pc / cm3,75.0 pc / cm3,382.2608032227 pc / cm3,0.4289465103496732
7003,331.5869140625 pc / cm3,219.6579196836,-2.3127162633,40.0 pc / cm3,75.0 pc / cm3,116.5869140625 pc / cm3,0.13672008485129708
7004,56.6123962402 pc / cm3,81.7778085623,66.1530013418,40.0 pc / cm3,75.0 pc / cm3,0,
7005,232.9124755859 pc / cm3,179.4253305309,56.2782030855,40.0 pc / cm3,75.0 pc / cm3,17.91247558590001 pc / cm3,0.021369482247713067
7006,100.6891937256 pc / cm3,342.9233926245,17.3778807618,40.0 pc / cm3,75.0 pc / cm3,0,
7007,954.3233032227 pc / cm3,131.6399711688,15.5130798209,40.0 pc / cm3,75.0 pc / cm3,739.3233032227 pc / cm3,0.806617355265785
7008,244.2420654297 pc / cm3,297.2018302337,48.9396039196,40.0 pc / cm3,75.0 pc / cm3,29.242065429700006 pc / cm3,0.03492041573977504
7009,239.3895721436 pc / cm3,298.1009315073,45.843165705,40.0 pc / cm3,75.0 pc / cm3,24.38957214359999 pc / cm3,0.02912774952567689
7010,672.4744262695 pc / cm3,347.2506215746,0.3427734218,40.0 pc / cm3,75.0 pc / cm3,457.4744262695 pc / cm3,0.5092018697398263
7011,302.067565918 pc / cm3,334.3677528882,46.2759457691,40.0 pc / cm3,75.0 pc / cm3,87.06756591800001 pc / cm3,0.10278860273771306
7012,341.6962585449 pc / cm3,93.7478637224,35.1218087494,40.0 pc / cm3,75.0 pc / cm3,126.69625854489999 pc / cm3,0.1482453469900303
7013,71.9786224365 pc / cm3,147.8602309528,58.1501354254,40.0 pc / cm3,75.0 pc / cm3,0,
7014,1034.7937011719 pc / cm3,150.793665391,83.8105458008,40.0 pc / cm3,75.0 pc / cm3,819.7937011719 pc / cm3,0.8912147748150676
7015,1632.0545654297 pc / cm3,202.3091615738,60.5214676554,40.0 pc / cm3,75.0 pc / cm3,1417.0545654297 pc / cm3,1.5203381145556407
7016,744.0486450195 pc / cm3,225.5203222193,83.8247520399,40.0 pc / cm3,75.0 pc / cm3,529.0486450195 pc / cm3,0.5850831876232863
7017,671.2612915039 pc / cm3,238.3407131446,40.3562098838,40.0 pc / cm3,75.0 pc / cm3,456.2612915039 pc / cm3,0.5079121516775902
7018,616.6707763672 pc / cm3,331.649080951,61.5253734408,40.0 pc / cm3,75.0 pc / cm3,401.6707763672 pc / cm3,0.4497202631830352
7019,138.700378418 pc / cm3,77.1000167395,48.6595846816,40.0 pc / cm3,75.0 pc / cm3,-76.29962158199999 pc / cm3,
7020,777.6116943359 pc / cm3,65.3425928022,77.0423036839,40.0 pc / cm3,75.0 pc / cm3,562.6116943359 pc / cm3,0.6205492207613065
7021,448.0466918945 pc / cm3,104.5163072991,-9.0866709005,40.0 pc / cm3,75.0 pc / cm3,233.0466918945 pc / cm3,0.26712507261713025
7022,437.9373474121 pc / cm3,196.0575765655,37.8943967602,40.0 pc / cm3,75.0 pc / cm3,222.9373474121 pc / cm3,0.255982714456523
7023,302.067565918 pc / cm3,188.7733944708,79.8798270191,40.0 pc / cm3,75.0 pc / cm3,87.06756591800001 pc / cm3,0.10278860273771306
7024,418.5273742676 pc / cm3,155.4519039976,27.8587256647,40.0 pc / cm3,75.0 pc / cm3,203.5273742676 pc / cm3,0.2345069986985995
7025,690.6712646484 pc / cm3,286.7598766274,70.292867499,40.0 pc / cm3,75.0 pc / cm3,475.6712646484 pc / cm3,0.5285316904599701
7026,461.3910522461 pc / cm3,154.8973220802,-0.6026790643,40.0 pc / cm3,75.0 pc / cm3,246.3910522461 pc / cm3,0.28179085558344547
7027,1185.6253662109 pc / cm3,187.5360471417,78.1425344636,40.0 pc / cm3,75.0 pc / cm3,970.6253662109 pc / cm3,1.0498947955582731
7028,340.887512207 pc / cm3,291.3504721805,20.5634927137,40.0 pc / cm3,75.0 pc / cm3,125.88751220699999 pc / cm3,0.14732500627799192
7029,291.1494750977 pc / cm3,77.2022002655,53.2788807534,40.0 pc / cm3,75.0 pc / cm3,76.14947509770002 pc / cm3,0.09012529998957518
7030,648.6163330078 pc / cm3,328.8618932658,36.330353162,40.0 pc / cm3,75.0 pc / cm3,433.6163330078 pc / cm3,0.48381167339160497
7031,352.6143493652 pc / cm3,199.7112692902,82.9054023616,40.0 pc / cm3,75.0 pc / cm3,137.61434936519998 pc / cm3,0.1606422438538916
7032,396.2867736816 pc / cm3,112.6819418144,55.529185252,40.0 pc / cm3,75.0 pc / cm3,181.28677368159998 pc / cm3,0.2097553782034179
7033,228.0670928955 pc / cm3,6.7501301125,54.1167730389,40.0 pc / cm3,75.0 pc / cm3,13.067092895499997 pc / cm3,0.015545544302707147
7034,357.8712158203 pc / cm3,327.9907676065,57.800425964,40.0 pc / cm3,75.0 pc / cm3,142.8712158203 pc / cm3,0.16659320807150602
7035,613.0313720703 pc / cm3,29.4621104975,39.6844044102,40.0 pc / cm3,75.0 pc / cm3,398.0313720703 pc / cm3,0.44582880824738996
7036,713.3162231445 pc / cm3,353.5229865548,22.7124543423,40.0 pc / cm3,75.0 pc / cm3,498.3162231445 pc / cm3,0.5525483642123212
7037,409.6311340332 pc / cm3,231.370499692,53.8549592202,40.0 pc / cm3,75.0 pc / cm3,194.6311340332 pc / cm3,0.22462560303606005
7038,330.3737792969 pc / cm3,8.0262153294,41.6164406691,40.0 pc / cm3,75.0 pc / cm3,115.37377929690001 pc / cm3,0.13533391858508945
7039,518.0034179688 pc / cm3,9.7430264441,40.3562098838,40.0 pc / cm3,75.0 pc / cm3,303.0034179688 pc / cm3,0.3435354473186419
7040,386.581817627 pc / cm3,249.5847737405,26.1683447196,40.0 pc / cm3,75.0 pc / cm3,171.58181762700002 pc / cm3,0.19890262143064702
7041,587.5557861328 pc / cm3,3.4486939429,70.7015663285,40.0 pc / cm3,75.0 pc / cm3,372.5557861328 pc / cm3,0.4185408041828886
7042,412.4617614746 pc / cm3,271.9400432458,34.3200313653,40.0 pc / cm3,75.0 pc / cm3,197.4617614746 pc / cm3,0.22777240759213488
7043,650.2338256836 pc / cm3,237.3372200753,52.7077444601,40.0 pc / cm3,75.0 pc / cm3,435.2338256836 pc / cm3,0.48553483250885004
7044,748.4967651367 pc / cm3,26.3915277247,86.9195084883,40.0 pc / cm3,75.0 pc / cm3,533.4967651367 pc / cm3,0.5897871505466332
7045,196.930267334 pc / cm3,29.3914902577,24.0533024956,40.0 pc / cm3,75.0 pc / cm3,-18.069732665999993 pc / cm3,
7046,46.9074134827 pc / cm3,287.9333511884,40.5769706904,40.0 pc / cm3,75.0 pc / cm3,0,
7047,302.8763427734 pc / cm3,196.5914537448,26.1843542154,40.0 pc / cm3,75.0 pc / cm3,87.87634277339998 pc / cm3,0.10372411513906635
7048,353.8274841309 pc / cm3,208.0470441019,47.3045975284,40.0 pc / cm3,75.0 pc / cm3,138.82748413090002 pc / cm3,0.16201657358037153
7049,4703.681640625 pc / cm3,220.8735184901,28.6124599713,40.0 pc / cm3,75.0 pc / cm3,4488.681640625 pc / cm3,
7050,147.1922302246 pc / cm3,74.0521983223,55.113968224,40.0 pc / cm3,75.0 pc / cm3,-67.8077697754 pc / cm3,
7051,1041.6680908203 pc / cm3,277.4420836125,44.659262967,40.0 pc / cm3,75.0 pc / cm3,826.6680908203 pc / cm3,0.8984427266874883
